"","Date","City","State","Shape","Duration","Description","Posted","lat","long"
"6194",2019-12-09 08:30:00,"Yucaipa","CA","Circle","5 minutes","Seen yellowish orange object traveling north near the I 10 day. Near yucaipa CA.Moving very slow.It stopped and looked like it shot 2 f",2019-12-19,34.033625,-117.0430865
"6195",2019-12-09 06:25:00,"Newburgh","IN",NA,NA,"MADAR Node 142",2020-01-31,37.9456824,-87.4046571
"6196",2019-12-09 06:00:00,"Jerome","ID","Light","5 min","While outside we looked up and saw a string lights moving across the sky very fast. They were in a straight line formation and looked e",2019-12-19,42.7238458,-114.5188082
"6197",2019-12-09 05:30:00,"Lincoln City","OR","Formation","10 minutes","The appearance of multiple lights in a straight line moving in a downward motion into the horizon in the early morning.",2019-12-19,44.9617922,-124.0159522
"6198",2019-12-09 05:30:00,"Dayville","OR","Light","20 min","I first saw a steady string of lights traveling in a straight line west to east evenly spaced at first then several followed some dista",2019-12-19,44.4682007,-119.5358104
"6199",2019-12-09 05:00:00,"La Center","WA","Light","Ten minutes","Stream of bright lights evenly spaced and evenly apart traveling northeast.",2019-12-19,45.8638734,-122.6685771
"6200",2019-12-09 05:00:00,"Gresham","OR","Sphere","10 minutes","Looked up to the NE sky at 05:00 and saw 32 bright round shaped objects going to the North East in single file. ((satellites??))",2019-12-19,45.4997475,-122.4309766
"6201",2019-12-09 00:00:00,NA,NA,"Changing",NA,"There will be a sighting today. Two miles east of Puerto Rico . Google Earth.",2019-12-19,NA,NA
"6202",2019-12-08 22:18:00,"Youngstown","OH",NA,NA,"MADAR Node 73",2019-12-19,NA,NA
"6203",2019-12-08 21:45:00,"Ramona","CA","Flash","1 second","Lights went out in my neighborhood. West end of Ramona, CA. After lights went out there was a very bright flash/explosion of white ligh",2019-12-19,33.0417112,-116.8680821
"6204",2019-12-08 21:45:00,"Cypress","CA","Light","1 second","Standing outside saw a ball of light shoot so fast in a downward position my best guess is it was some place close to the North it was",2019-12-19,33.8248235,-118.0399368
"6205",2019-12-08 18:30:00,"Rochester","MN","Light","30 secs","saw a bright light shape like a circle on top of a rectangle, flashes and dissapears.",2019-12-19,44.0234387,-92.4630182
"6206",2019-12-08 17:35:00,"Binghamton","NY","Unknown","3 minutes","We were sitting in our college dorm and heard booming like a big truck was driving around in the distance but not quite. When we looked",2019-12-19,42.096968,-75.914341
"6207",2019-12-08 17:25:00,"Springfield","MA","Light","2 minutes","10 plus orange lights seen in Springfield, MA",2019-12-19,42.1018764,-72.5886727
"6208",2019-12-08 14:43:00,"Lords Valley","PA",NA,NA,"MADAR Node 121",2019-12-19,NA,NA
"6209",2019-12-08 06:00:00,"Moncton","NB","Light","10 min.","Long stream of lights",2019-12-19,46.097995,-64.80011
"6210",2019-12-08 03:17:00,"Sparks/Sun Valley","NV","Flash","3 bursts of 6 to 7 second","Walking home when witnessed bright blue bursts of light that filled the whole sky just over mountain range on back side of Sun Valley.",2019-12-19,NA,NA
"6211",2019-12-08 01:25:00,"Richmond","VA","Light","Very quick","Medium light orb fell from the sky into the trees.",2019-12-19,37.5385087,-77.43428
"6212",2019-12-08 01:14:00,"Germantown","MD","Triangle","2 seconds","Two triangular and glowing shaped objects in the night sky.",2019-12-19,39.1731621,-77.2716502
"6213",2019-12-08 01:00:00,"Trenton","TX","Disk",NA,"((HOAX??)) When I saw the u.f.o's I counted 12 of them they were About 14 meters across they had Windows all the way around",2020-04-09,33.4306652,-96.3385926
"6214",2019-12-08 00:25:00,"Mt. Vernon","IN",NA,NA,"MADAR Node 119",2019-12-19,38.3172715,-88.9031201
"6215",2019-12-07 23:44:00,"Ames","IA","Unknown","Over a few hours","I was driving home after dropping off a friend... as we were hanging out, we were looking at the sky and saw a very weird looking shoot",2019-12-19,42.0267703,-93.6170554
"6216",2019-12-07 23:25:00,"Estes Park","CO",NA,NA,"MADAR Node 156",2019-12-19,40.3771926,-105.5232169
"6217",2019-12-07 23:05:00,"natrona heights","PA","Light","1 hr","Large black helicopter looking craft flying close to tree lines, hovering disk in sky with flashing lights",2019-12-19,NA,NA
"6218",2019-12-07 23:00:00,"Las Vegas","NV","Unknown","30min","Helicopter searching the sky for something.",2019-12-19,36.1672559,-115.1485163
"6219",2019-12-07 22:30:00,"W TERRE HAUTE","IN","Unknown","20","Steady lights above cloud level stationary binoculars showed green and red rotating, lights were not movind in any direction just stead",2019-12-19,39.4650363,-87.450021
"6220",2019-12-07 21:45:00,"Ramona","CA","Flash","1 second","Lights went out. Went outside and entire neighborhood was dark (no power). Saw a very bright flash of white light toward the north side",2019-12-19,33.0417112,-116.8680821
"6221",2019-12-07 20:50:00,"Lexington","MI","Light","20s","Strange light in Lexington MI",2019-12-19,38.0464066,-84.4970393
"6222",2019-12-07 20:27:00,"Hampton","VA","Disk","5 seconds","3 light grey spheres close together moving silently @ a steady pace",2019-12-19,37.0372925,-76.2965436000251
"6223",2019-12-07 20:18:00,"Medellin, Colombia (El Poblado)",NA,"Fireball","2 hours","Red Lights over Medellin",2019-12-19,NA,NA
"6224",2019-12-07 20:00:00,"Hedgesville","WV","Circle","5-7 seconds","Possibly a comet, but we screamed because we have never witnessed something so large and falling at such an angle. Extremely perfect an",2019-12-19,39.5534303,-77.9949993
"6225",2019-12-07 20:00:00,"Waianae","HI","Flash","6 minutes","Blue flashing light that didn't move for about 6 minutes, then fell from the sky like it was dropped.",2019-12-19,21.446678,-158.185272
"6226",2019-12-07 19:15:00,"Massillon","OH","Flash","5 seconds","Bright green light.",2019-12-19,NA,NA
"6227",2019-12-07 19:15:00,"Elizabeth","CO","Disk","15 minutes","Enormous disc moving westward near Elizabeth, CO",2019-12-19,40.6639916,-74.2107006
"6228",2019-12-07 18:30:00,"Spencer","NC","Unknown","10 minutes","Huge craft over Polar Express.",2019-12-19,35.6920144,-80.4347596
"6229",2019-12-07 18:30:00,"Jamestown","MI","Unknown","3 to 5 minutes","Shape not visable, lights appeared in perfect straight line. 3 lights total, perfectly spaced. Craft appeared to be huge in size, lig",2019-12-19,37.2104434,-76.7738928
"6230",2019-12-07 17:45:00,"Morganton","NC","Changing","10 seconds","Morphing inter dimensional white or silver craft",2019-12-19,35.7454291,-81.6870837
"6231",2019-12-07 17:40:00,"Houston","TX","Circle","20 seconds","Red light traveling south across the sky. I have video",2019-12-19,29.7589382,-95.3676974
"6232",2019-12-07 17:00:00,"Ledyard","CT","Oval","20 minutes","Large/ oval soft white light object width red smaller object above and to left",2019-12-19,41.4386053,-72.0175193
"6233",2019-12-07 15:38:00,"Mountlake Terrace","WA",NA,NA,"MADAR Node 100",2019-12-19,47.7909667,-122.3066395
"6234",2019-12-07 11:25:00,"WASHINGTON","PA","Formation","3 - 5 seconds","While standing on my deck this evening I noticed what looked to be a flock of 4 glowing birds. I quickly realized they weren't birds as",2019-12-19,41.900063,-80.0997501670566
"6235",2019-12-07 06:35:00,"Henrico","VA","Cigar","20 minutes","Saw a side ways cigar shaped thing hover west of Short Pump Virginia. It stayed in same area and position for about 20 minutes with whi",2019-12-19,37.4957023,-77.335257
"6236",2019-12-07 06:14:00,"Santa Claus","IN",NA,NA,"MADAR Node 114",2019-12-19,38.1231365,-86.9153819244851
"6237",2019-12-07 05:14:00,"Santa Claus",NA,NA,NA,"MADAR Node 114",2020-01-31,38.1231365,-86.9153819244851
"6238",2019-12-07 03:28:00,"Aliquippa","VA",NA,NA,"MADAR Node 68",2019-12-19,40.6102386,-80.267726
"6239",2019-12-07 01:36:00,"zavalla","TX","Other","15 minutes","on 12/07/2019 I observed a fiery mushroom shaped object in the sky in Zavalla,TX at 1:30 AM and recorded and took pictures of the ob",2019-12-19,31.1585242,-94.4263124
"6240",2019-12-07 00:45:00,"Half Moon Bay","CA","Light","APPROX 10 - 12 SECONDS","Sky suddenly turned Green for about 12 seconds accompanied by (blink of the eye) power outage.",2019-12-19,37.4635519,-122.4285862
"6241",2019-12-06 23:15:00,"Sierra vista","AZ","Cross","5 minutes","White lights, plus sign,",2019-12-19,31.5455709,-110.2772249
"6242",2019-12-06 22:00:00,"Columbus","OH","Disk",NA,"Pyschic Research of the new Space Force and our 10 UFO craft",2019-12-19,NA,NA
"6243",2019-12-06 22:00:00,"Riverside","CA","Light","15 minutes","The object emitted light.",2019-12-19,33.9533546,-117.3961623
"6244",2019-12-06 21:45:00,"Tucson","AZ","Other","4 seconds","I was waiting to pull out of a parking lot in East Tucson. As i glanced to my left looking North at eye level a very bright object very",2019-12-19,32.2228765,-110.9748477
"6245",2019-12-06 21:30:00,"Joplin","MO","Formation","Ongoing","Two vertical columns of sparkling lights that seemed to be either floating or in formation.East of Joplin and Webb City.",2019-12-19,37.08418,-94.51323
"6246",2019-12-06 21:00:00,"Yuma","AZ","Oval","0.88888888888888884","Moon sized bright green oval shaped light with smaller red light attaches to the front of the object floating across Pheonix sky.",2019-12-19,32.665135,-114.476031572498
"6247",2019-12-06 20:45:00,"Hudson","FL","Triangle","3 seconds","Nocturnal triangle with multicolored lights. 3 seconds duration, 1 observer.",2019-12-19,28.3617709,-82.6932847
"6248",2019-12-06 18:15:00,"Pell Lake","WI","Unknown","2min","I couldn’t see the shape of a craft all I could see was a huge beam of light shining straight from the sky to the ground. It was so wid",2019-12-19,42.5380735,-88.3509273
"6249",2019-12-06 15:00:00,"Plymouth","IN","Circle","90 seconds","fast moving sphere heading sw at 3pm.",2019-12-19,50.3712659,-4.1425658
"6250",2019-12-06 10:45:00,"Wake Forest","NC","Disk","5 minutes","3 Hovering objects in the sky.",2019-12-19,35.9803138,-78.5103731
"6251",2019-12-06 06:50:00,"Florence","MT","Light","3 minutes","Fast satellites in long line. ((NUFORC Notes: Starlink satellites? PD))",2019-12-19,43.7698712,11.2555757
"6252",2019-12-06 06:35:00,"Victor","MT","Light","10-12 minutes","Observed 33 lights travelling from NW to SE. ((NUFORC Note: Starlink satellites? PD))((anonymous report))",2019-12-19,41.7316675,-92.2979615
"6253",2019-12-06 06:00:00,"Highway (Canada)","AB","Light","<5 minutes","time and date are best guess.",2020-02-13,NA,NA
"6254",2019-12-06 05:30:00,"Warminster","PA","Light","10 seconds","Light blue colored light gaining altitude in sky then disappeared",2019-12-19,NA,NA
"6255",2019-12-06 04:00:00,"Shirley","MA","Unknown","0.20833333333333334","I watch every night and early morning hours objects making up down circles in sky’s. All the time.",2019-12-19,42.543702,-71.6495134
"6256",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6257",NA,NA,NA,NA,NA,"I love watching them. This is on",NA,NA,NA
"6258",2019-12-06 01:00:00,"St Croix","IN","Chevron","15 minutes","We saw 7 hovering, stationary boomerang shaped lighted craft while traveling along interstate 64 at 1:00 am",2019-12-19,17.7289564,-64.7590159785835
"6259",2019-12-06 00:30:00,"Maumee","OH","Oval","1 minute","was walking home late at night and saw the sky turn greenish out of my peripherals. ((anonymous report))",2019-12-19,NA,NA
"6260",2019-12-06 00:30:00,"Little River","SC","Unknown","5 minutes","I live on ICW. Asleep 3 hours. Suddenly awakened by a fast approaching, high accelerating, loud, roaring noise. Vibration felt inside h",2019-12-19,33.8727006,-78.6232583
"6261",2019-12-06 00:12:00,"Lexington","KY","Oval","40 seconds","Size of a XL drone with a light bar that strobes red/white",2019-12-19,38.0464066,-84.4970393
"6262",2019-12-06 00:00:00,"Brooksville","FL","Rectangle","5 seconds","Myself and wife awakened by our dogs went out side to investigate when a large neon green/blue retangular object passed over our home C",2019-12-19,28.5552719,-82.3878709
"6263",2019-12-05 23:15:00,"Virginia Beach","VA","Triangle","Minute","Group of “stars” in perfect triangular shape",2019-12-19,36.8529841,-75.9774183
"6264",2019-12-05 23:00:00,"Broken Hill (Australia)",NA,"Sphere","20 mins","The weird 25 lights/objects appeared and moved in the line in the sky at night time. ((Starlink satellites?))",2019-12-22,NA,NA
"6265",2019-12-05 23:00:00,"Red Bluff",NA,"Disk","5 minutes approximately","I have 3 photos of a disk shaped thing in the sky. It has lights all around it. It happened it a rural area about 20 minutes from Red B",2020-07-23,40.1784279,-122.2359236
"6266",2019-12-05 22:40:00,"Roswell","GA","Triangle",">5 minutes","Triangle shape with 3 white lights steady, hovering on GA400 by exit 6",2019-12-19,34.02332,-84.360022
"6267",2019-12-05 22:00:00,"Adelaide (Australia)",NA,"Formation","20 minutes","Over 60 ufo seen in a line formation over south australia across the night sky. ((NUFORC Note: Starlink satellites? PD))",2019-12-19,NA,NA
"6268",2019-12-05 21:45:00,"Euharlee","GA","Triangle","2 mins","Two Triangle shaped crafts flying really close together over Euharlee Rd seen 60:90 seconds, stopped to take a picture and they shot up",2019-12-19,34.1448193,-84.9329986
"6269",2019-12-05 19:45:00,"James Island","SC","Unknown","<15 seconds","Was going down camp rd. near middle school and saw 3 orange lights in equilateral triangle formation, l((anonymous report))",2019-12-19,32.7276779,-79.9556455
"6270",2019-12-05 17:40:00,"El Paso","TX","Oval","2 minute s","Saw a blue light on the sky told my wife to see up the object became two and after 10 seconds it became one again",2019-12-19,31.7754152,-106.4646348
"6271",2019-12-05 12:48:00,"St. Louis","MO",NA,NA,"MADAR Node 70",2019-12-19,38.6529545,-90.2411165602464
"6272",2019-12-05 07:00:00,"Palmetto","FL","Triangle","~6 minutes","P",2019-12-19,27.5214269,-82.5723193
"6273",2019-12-05 06:50:00,"Lewistown","MT","Circle","15 minutes","Husband saw a stream of what appeared to be low-flying satellites. ((NUFORC Note: Starlink satellites? PD)) ((anonymous report))",2019-12-19,47.0639275,-109.4282138
"6274",2019-12-05 06:49:00,"Aliquippa","VA",NA,NA,"MADAR Node 68",2019-12-19,40.6102386,-80.267726
"6275",2019-12-05 06:48:00,"New York","NY",NA,NA,"MADAR Node 85",2019-12-19,40.7127281,-74.0060152
"6276",2019-12-05 06:30:00,"High River (Canada)","AB","Unknown","15 minutes","Line of Lights in the early morning sky. ((NUFORC Note: Possible Starlink satellites. PD))",2019-12-19,NA,NA
"6277",2019-12-05 05:45:00,"Arclid",NA,"Circle","5-10 minutes","White circles to the right of a star. All in a straight line moving east one after another. Every now and then there would be odd ones",2019-12-19,53.1523278,-2.32600027920921
"6278",2019-12-05 05:45:00,"Chillicothe","OH","Other","90-120 seconds","Multicolored lights on strangely shaped object in Central Ohio South of Columbus (Ross County)",2019-12-19,NA,NA
"6279",2019-12-05 05:40:00,"Freeport","TX","Flash","5 seconds","Bright white flash lit up the sky for about 5 seconds",2019-12-19,28.9541368,-95.3596617
"6280",2019-12-05 05:35:00,"Sinton","TX","Flash","5 Seconds","Blue streak flash in sky",2019-12-19,28.034685,-97.5085762
"6281",2019-12-05 05:15:00,"Baytown","TX","Fireball","2 seconds","A Flash of light caught my attention as i looked up in the sky there was a Blue Fireball or Streak. Vivd blue flash trail with Orb. pro",2019-12-19,29.7355047,-94.9774274
"6282",2019-12-05 05:00:00,"Newark","DE","Triangle","10 mins.","Observed a stationary triangular shaped object over Cecil County, Md. at 5:10 on 12/5/2019.",2019-12-19,40.735657,-74.1723667
"6283",2019-12-05 04:45:00,"Norfolk","VA","Egg","15 seconds","Bright Object in the sky. ((anonymous report))",2019-12-19,36.8462923,-76.2929252
"6284",2019-12-05 04:30:00,"La Conchita","CA","Flash","3 sec","Saw a red flash of light beaming down over Ventura",2019-12-19,34.3641804,-119.4478558
